amount,hour_of_day,merchant_risk,device_trusted,international,card_present,transactions_last_24h,account_age_days,fraud
338.67887597691447,8,Low,No,No,No,3,1941,0
428.7428957096935,1,Medium,Yes,No,Yes,8,465,0
519.7496967668727,8,Medium,Yes,No,Yes,2,1306,0
-52.7493177,17,Low,Yes,No,Yes,5,732,0
85.67019521007843,9,High,N,No,Yes,7,301,0
237.6295273309121,9,High,Yes,No,No,8,165,0
9.085826610618245,20,Low,Y,No,No,3,1690,0
357.3143718957106,5,Medium,Yes,Yes,No,3,558,0
72.55097306694853,2,High,No,No,,3,1869,0
293.16636612520824,0,High,No,,,5,1258,0
-218.1773385,21,Medium,Yes,No,Yes,4,513,0
26.911454309033232,0,Low,No,No,Yes,2,1268,0
-230.4526669,2,Low,Yes,No,Yes,4,1201,0
54.58989349652077,9,High,Yes,Yes,No,2,794,1
-175.3961582,23,Medium,Yes,Yes,Yes,5,1644,0
-353.661773,23,High,Yes,No,No,5,1415,0
345.0070135645952,17,Low,N,No,Yes,4,1600,0
520.5811936364654,19,Low,N,No,No,4,1860,0
509.7635440182858,1,Medium,Yes,Yes,No,2,828,0
-391.9110727,6,High,No,No,Yes,4,158,0
133.50185548595383,0,High,Y,Yes,No,5,1534,1
604.1176734034971,10,High,Yes,No,Yes,6,1304,0
510.9605475,0,Low,No,Yes,Yes,8,1430,0
147.10391794997372,5,Low,Yes,No,Yes,2,311,0
-137.2484782,14,Medium,No,No,No,5,214,0
181.13368603738365,6,Medium,No,No,No,9,109,0
-297.5595567,3,Low,No,No,No,4,305,0
-146.5746585,16,Medium,Y,,Yes,2,297,0
68.84640816261343,4,Medium,Yes,Yes,Yes,4,160,0
114.08743744409753,20,Low,Y,No,Yes,6,962,0
223.0987020334431,4,Medium,Yes,No,Yes,5,1709,0
86.52292003917336,23,High,Yes,No,No,5,632,0
295.46898516141493,21,Low,No,Yes,No,11,693,1
132.03693169301732,6,High,Yes,No,Yes,3,870,0
116.51020401964473,5,Low,No,Yes,Yes,4,1949,0
36.60549651,7,Low,Yes,Yes,No,2,383,0
298.27980625498446,17,High,N,Yes,Yes,6,1997,0
233.86959866164162,20,High,Yes,Yes,Yes,5,1735,0
53.28744902459479,8,Medium,N,No,Yes,1,1184,0
79.78861978815367,18,Medium,N,No,No,4,325,0
242.7217688827071,6,Low,Yes,Yes,Yes,8,1211,0
171.70320718937202,1,Medium,Yes,No,Yes,6,1399,0
401.82920199341066,3,High,Yes,Yes,Yes,3,1322,0
240.25488167855963,17,Medium,Yes,Yes,Yes,6,792,0
29.67243033612197,19,Medium,N,No,No,4,1280,0
126.32870899251539,8,High,N,Yes,No,5,254,1
266.71066792726714,21,High,Yes,No,No,4,1845,0
148.35412319363596,4,Medium,Yes,No,Yes,4,463,0
-73.63496291,0,Medium,No,No,No,5,1572,0
60.11457940611125,15,Medium,Yes,Yes,Yes,5,237,0
312.21954710211173,20,High,Yes,No,No,4,443,0
526.8056411345015,10,Low,No,Yes,,3,1441,1
292.2956070183321,1,,Yes,Yes,Yes,3,218,0
398.93181010068656,7,Low,No,No,Yes,2,99,0
-272.4968983,13,Medium,Yes,No,Yes,4,1158,0
35.47243583834778,6,Medium,Yes,No,Yes,7,1128,0
99.98089849045681,18,High,Yes,Yes,Yes,2,518,0
-401.9513231,4,High,No,Yes,Yes,2,824,0
296.46529082089097,11,Low,Y,No,No,4,1936,0
-203.4358727,0,Medium,N,No,Yes,2,231,0
427.1635344418769,10,High,Yes,Yes,No,6,1687,1
330.84514922118836,6,,Yes,No,Yes,6,27,0
32.39665123179476,18,Low,Yes,No,Yes,7,1628,0
147.4122352003405,14,Medium,Yes,Yes,No,4,964,0
336.8279135476287,6,Low,No,No,No,6,831,0
388.5992222174174,10,High,Yes,No,Yes,6,155,0
181.06603770830645,22,Low,Y,No,No,,1217,0
485.7860109130634,11,Medium,Yes,No,Yes,5,1098,0
342.92828550660056,13,High,Yes,No,No,7,344,1
28.699084102676725,17,High,No,No,No,4,1656,0
281.96432946444446,13,,No,Yes,Yes,3,782,1
-138.8010932,4,High,No,Yes,Yes,2,1287,1
790.7193154,6,Low,No,No,Yes,3,1499,0
45.189699715135404,2,Medium,Yes,No,No,7,1640,0
52.21541427337441,12,High,N,Yes,Yes,5,375,0
319.2956579545625,16,Low,Yes,No,No,5,13,0
176.4346980006345,18,Medium,Yes,No,No,4,1555,0
149.68259755535283,20,Low,No,No,Yes,1,111,0
402.5416717386639,9,Medium,Yes,Yes,No,5,1529,0
298.7287436,15,Low,No,No,Yes,3,608,0
174.08040092966732,19,High,No,No,Yes,3,1223,0
246.31740297150657,23,High,Y,Yes,Yes,1,1394,1
70.57799724925236,12,High,No,Yes,No,4,385,0
122.6120165873002,12,Low,No,No,No,6,917,0
455.92837598161645,10,Medium,No,Yes,Yes,5,1272,1
224.15069196124477,22,High,No,No,Yes,2,61,1
409.3959820090797,15,Medium,Yes,,No,3,938,0
197.80297175095376,19,Medium,Yes,No,No,6,1732,0
226.87502484399002,14,Medium,Yes,No,Yes,5,1656,0
882.6366226,5,Medium,Y,No,Yes,6,241,0
222.88295670720635,19,Low,Yes,No,Yes,2,389,0
200.92215128977776,4,Low,Y,Yes,Yes,4,73,0
489.0036813551186,4,,No,No,Yes,7,970,1
681.3821137985868,6,High,Yes,No,Yes,6,948,0
191.23510555661576,15,,Yes,No,Yes,1,1467,0
133.11749805808338,8,Low,No,No,Yes,4,1443,0
167.61154495510354,1,Medium,Yes,Yes,No,3,1064,0
329.5744153297088,14,,Yes,Yes,No,0,18,0
288.3202069581942,22,Medium,Yes,No,Yes,5,1375,0
264.7937083,6,High,No,No,No,5,485,0
411.63016209477644,2,,Yes,No,No,2,1871,0
225.30037257743746,3,High,No,No,Yes,1,1537,1
99.27277768479289,8,High,Yes,Yes,Yes,5,166,0
284.5088445155932,22,Medium,Yes,No,Yes,3,966,0
44.08234642829476,11,Medium,Yes,No,Yes,3,257,0
47.86578179891427,20,Medium,No,No,Yes,2,1126,0
43.39981266642822,2,Medium,No,No,No,1,784,0
-282.1414278,11,Low,Yes,Yes,Yes,6,769,1
836.1077778388249,2,High,Yes,Yes,No,5,1210,0
65.93879187214331,17,,No,No,No,2,1563,0
-75.85887438,18,High,No,Yes,Yes,4,52,1
301.6771322099812,10,Medium,Yes,No,No,2,1947,0
-374.6453947,22,Low,Yes,No,No,3,1731,0
229.69179923445301,10,,Y,No,No,2,429,0
108.32112365555133,22,Medium,No,No,Yes,5,964,0
40.86537436,14,High,Yes,Yes,Yes,2,1444,0
173.26486058596538,22,High,Yes,Yes,Yes,7,181,0
-610.5189975,11,High,Yes,No,Yes,3,1491,1
149.12070590047531,8,Low,No,Yes,No,4,1754,0
-63.58673,18,Medium,No,No,No,4,198,0
416.0323909286394,16,High,No,Yes,Yes,6,78,0
269.3989330858221,0,Low,No,Yes,No,1,1643,0
221.31800867826848,4,Low,No,No,Yes,5,774,0
374.9199387,14,Low,Yes,No,Yes,4,725,0
268.13459027572026,23,Medium,Yes,No,Yes,2,1543,0
84.80486901759434,16,Low,No,Yes,No,6,73,1
265.22794814341415,8,,No,No,Yes,7,570,0
72.79420806337167,2,High,Y,No,,2,779,0
-32.16473583,20,Low,Yes,No,No,3,1948,0
-536.8204855,3,High,No,No,No,5,214,1
-120.0003813,1,Medium,Yes,Yes,No,1,355,0
221.98877634631745,23,Medium,N,Yes,No,2,1938,0
123.02065633937386,16,Low,No,Yes,No,7,150,0
398.57134443930295,13,Medium,Yes,No,Yes,6,200,0
132.48129228585546,16,Low,Yes,Yes,No,3,334,0
527.5140265530991,13,High,No,No,Yes,3,478,0
132.70009035990813,3,Medium,No,Yes,No,5,55,0
725.2361825635089,8,Low,Yes,Yes,No,4,1268,0
58.928335984877826,7,Low,Yes,Yes,No,3,686,0
42.08514297961497,5,,No,Yes,Yes,7,1593,0
204.3309591990432,17,High,No,Yes,Yes,5,335,0
155.28474897633714,0,Medium,Yes,No,No,11,67,0
-162.6246325,22,Medium,No,Yes,No,3,655,0
247.13068554321657,12,,Yes,No,No,3,638,0
231.00248372040568,7,High,Yes,No,Yes,4,1401,0
280.7970732,2,Low,Yes,No,No,7,1449,0
126.62406466906586,21,High,Yes,No,No,4,509,0
69.45668186285133,3,High,Yes,No,Yes,5,218,0
150.97173868480593,1,Medium,N,Yes,No,2,310,0
85.42450864917195,8,High,No,No,Yes,7,1865,0
210.9645310481345,1,Low,Yes,No,No,8,727,0
201.83433899010976,18,,Yes,No,No,3,1749,0
74.34854816236762,20,High,No,No,Yes,5,1239,0
172.25872295725827,20,High,No,Yes,No,7,609,0
51.10757545,20,Low,Yes,Yes,No,4,1666,0
126.33181680431238,13,High,No,No,No,0,1970,0
125.78430538026024,22,Medium,No,No,No,3,1770,0
182.2475841816353,10,Medium,Yes,Yes,No,3,775,0
70.57892249617557,19,Medium,Yes,Yes,Yes,6,1359,0
-152.0852027,7,,N,Yes,No,1,97,0
583.1285319,3,Low,Yes,No,Yes,2,1711,0
148.91505680720206,11,,No,No,Yes,5,784,0
53.19181720513947,16,High,Yes,Yes,Yes,1,641,1
202.9370614502907,18,Medium,Y,No,No,4,1861,0
217.2714508367757,21,Medium,No,No,No,5,1373,0
680.7177638861581,11,High,N,Yes,Yes,3,1953,1
314.471346,16,Medium,Yes,Yes,Yes,5,1024,0
171.4322398677013,20,Medium,No,No,Yes,4,1580,0
282.8116193410969,8,Medium,Yes,Yes,No,1,1646,0
-203.3172707,12,,Yes,Yes,No,6,1454,1
93.56306735490084,13,Medium,Yes,No,Yes,6,512,0
412.68127564021074,16,Low,N,No,No,1,579,0
827.1126412252644,2,Medium,Yes,No,Yes,4,187,0
205.82620868864956,7,High,No,No,Yes,5,1932,0
181.78169994279247,19,,Yes,Yes,No,5,1538,0
105.86013773117905,5,High,Yes,No,Yes,3,1322,0
358.5142203618203,19,,Yes,No,Yes,5,371,0
322.29902378592647,23,Medium,Yes,No,Yes,2,1020,0
456.58742948981103,10,High,No,No,No,6,590,1
-203.2122633,19,High,N,No,Yes,6,482,0
376.57526399971357,8,Medium,Yes,No,No,1,229,0
257.62668060993855,17,Low,Yes,No,No,5,566,0
330.0865951720071,16,High,Yes,Yes,Yes,6,1924,1
-112.6775158,23,,No,No,Yes,0,882,0
106.63802508054437,9,Low,Yes,No,No,3,1980,0
697.2225844348977,14,Low,No,No,No,2,333,0
122.41978592086974,10,,Y,Yes,Yes,7,684,0
116.40422155429265,20,,No,No,No,3,385,0
77.02352022,1,High,Yes,No,Yes,2,976,0
327.9322437490211,13,High,Yes,No,Yes,3,1145,0
282.1957052474675,18,Medium,Yes,No,Yes,7,1710,0
43.86561451981505,5,High,Yes,No,No,5,1387,0
169.6911491904037,4,Medium,Yes,No,No,3,1755,0
180.10318938828826,23,Low,No,Yes,Yes,2,501,0
24.892566499417114,17,,Yes,No,Yes,4,644,0
408.0727709,0,Low,No,No,Yes,4,275,0
123.09084626377773,2,,Yes,No,No,3,1087,0
241.69013028418854,3,Medium,N,No,No,4,1928,0
-238.3247932,8,Low,Yes,Yes,No,3,1042,0
-94.14977379,11,Medium,Yes,No,Yes,5,51,0
75.50056224,5,Low,Yes,No,No,7,530,0
371.6621321613479,11,Medium,Yes,Yes,No,1,1958,0
31.68561369462402,11,,N,No,No,2,412,0
344.6427151080989,1,Medium,Yes,No,No,3,520,0
168.02981957001367,21,Medium,Yes,Yes,No,3,855,0
91.85561924237327,20,Medium,Y,No,Yes,2,1174,0
112.09197659597308,5,Medium,No,Yes,Yes,2,277,0
245.14368129969142,17,Low,Y,No,Yes,5,452,0
69.20256788389074,14,Medium,No,No,Yes,4,1683,0
236.6247966974574,11,High,Yes,Yes,No,3,533,0
196.67798586821831,4,Low,N,No,No,10,907,0
244.03765772728894,0,Low,No,No,Yes,4,220,0
22.321235527568057,13,Low,N,No,Yes,6,845,0
131.1609493867379,8,,N,Yes,No,3,657,0
110.24140577510983,5,Medium,Yes,No,No,5,1578,0
-109.7523936,0,Low,No,No,No,2,540,0
241.28208086805896,3,Medium,Y,Yes,Yes,2,1323,0
151.3449066208667,9,High,No,No,Yes,5,617,0
233.3168066082437,6,Low,Yes,Yes,Yes,8,1084,0
417.1516739395921,19,,No,Yes,No,1,1394,0
596.5108959394056,11,High,Yes,No,No,6,517,0
191.33540984928084,9,,Yes,Yes,No,8,1989,1
62.37456767289956,12,Medium,Yes,No,Yes,3,245,0
263.2357618861915,18,Medium,Y,Yes,Yes,4,53,0
187.44946853094208,11,High,Yes,Yes,Yes,7,1160,0
284.1290557229113,4,Low,Yes,No,No,3,1278,0
266.4257608586915,20,Medium,Yes,Yes,No,4,546,0
486.58862976292886,6,,No,No,Yes,6,846,0
159.31113613696462,13,Medium,Yes,No,No,4,11,0
452.6996057983824,18,Medium,Yes,Yes,Yes,2,1471,0
107.29965419181595,21,Medium,Yes,Yes,No,2,494,0
98.68468706223958,11,Medium,Yes,Yes,No,2,1143,0
281.17570719546626,19,,No,Yes,Yes,4,1178,1
120.00262294414345,22,Low,N,No,Yes,3,236,0
605.6704555902576,14,High,Yes,No,Yes,3,193,0
730.7254827723473,22,High,Y,Yes,No,8,889,1
214.94162549338125,21,Medium,Yes,No,Yes,7,43,0
126.9050098,10,Low,Yes,Yes,Yes,2,724,0
403.0259723959541,10,Medium,Yes,No,No,3,1602,0
371.93489667686197,13,High,Yes,Yes,No,1,775,0
265.71123483189234,18,Medium,No,Yes,Yes,1,658,1
111.83350718666972,12,Medium,Yes,No,Yes,6,446,0
173.26814084387163,23,Low,Yes,No,No,1,1159,0
185.07842670144834,11,,Yes,Yes,No,7,36,0
259.7076079274969,5,Medium,No,Yes,No,5,1420,1
-181.8636353,3,Medium,No,No,Yes,2,1957,0
459.1413833624988,12,High,Yes,Yes,No,5,870,0
166.7847121,1,Low,Y,No,No,3,649,0
-27.84103723,7,Medium,Yes,No,No,3,427,0
48.25899945043919,20,High,N,Yes,Yes,3,1641,0
-123.1858881,2,,No,Yes,Yes,2,1686,1
-239.6456269,13,,Yes,Yes,No,2,1463,0
187.2230650019753,18,,Yes,Yes,Yes,6,845,0
270.8518391886426,20,Medium,No,Yes,Yes,5,44,0
58.839905445948055,5,Medium,N,No,Yes,2,937,0
72.11804597,15,High,No,Yes,No,4,1568,1
39.78247425,1,Medium,Yes,Yes,Yes,2,1609,0
129.35132777498418,19,High,No,Yes,No,6,1298,1
356.7292183016187,20,Low,Yes,No,Yes,4,1515,0
80.67745239114431,7,High,No,Yes,Yes,2,1691,1
303.5127912653264,16,Medium,Yes,,No,2,1788,0
340.90836887145065,14,Low,Yes,No,Yes,3,393,0
32.674908423777595,16,High,Yes,Yes,Yes,3,429,0
232.17889408582502,20,Low,Yes,No,No,2,1086,0
362.9503582899721,23,,No,No,Yes,2,1974,0
214.79943112305997,6,Low,Yes,No,No,2,782,0
252.07955139805316,21,High,Yes,No,Yes,4,936,0
439.25128725072693,15,Medium,Yes,Yes,No,5,1205,0
135.43853107328653,21,,No,No,No,4,743,1
48.32887590250654,14,Low,Yes,No,Yes,4,1681,0
-94.32740189,15,High,No,No,No,5,655,0
183.0388707,2,Low,Yes,No,No,4,866,0
169.87843839971697,1,Medium,Yes,Yes,Yes,6,814,0
-151.4044162,15,,Yes,Yes,No,2,1940,0
191.09367562535576,21,Low,No,No,No,1,301,0
211.89831502336554,13,High,No,Yes,No,1,1419,0
184.05325229915996,14,Low,Yes,Yes,No,8,999,0
107.95554386686281,15,,Yes,No,Yes,4,1979,0
36.42131059879339,17,Low,Yes,No,No,0,1252,0
324.1477139684359,7,High,Yes,No,Yes,4,833,0
149.06597535489348,2,Medium,Yes,No,No,2,345,0
154.44287370350798,19,,No,Yes,No,5,140,1
234.77728752270815,23,Medium,Yes,Yes,Yes,7,1580,0
-1316.775998,4,Low,Y,Yes,Yes,3,251,1
523.2873509669545,13,Medium,No,No,Yes,6,1526,1
403.85780585019296,9,Low,Yes,No,Yes,,631,0
-498.4795314,16,High,Yes,No,Yes,3,140,1
37.39780819025153,4,Medium,Yes,Yes,Yes,6,682,0
136.6815604850676,10,High,Yes,Yes,Yes,2,1528,0
334.6320628183109,10,Medium,Yes,No,Yes,4,106,0
256.3730938127239,3,Low,Yes,No,No,4,869,0
510.50803618615885,7,Low,Yes,No,Yes,5,144,0
380.00259726420836,18,,Y,No,No,0,1039,0
149.00213632099133,10,High,No,No,Yes,3,458,1
252.05767393979372,7,,Yes,No,Yes,3,213,0
125.56228037716204,9,Low,Y,No,Yes,5,623,0
219.07960337738595,15,Low,Yes,Yes,Yes,4,372,0
127.98963759757316,15,Low,Yes,No,No,4,455,0
80.50277369,5,Medium,Yes,No,Yes,4,220,0
108.68400491503535,23,Low,No,Yes,Yes,2,1200,0
-547.721097,6,Medium,Y,Yes,Yes,1,1688,0
288.7305562203819,8,Low,No,No,No,9,421,0
-238.6271279,9,Medium,Yes,No,Yes,2,864,0
284.56233881168765,17,High,Yes,Yes,No,3,186,1
80.69168749175533,19,High,No,Yes,Yes,4,173,0
322.18957538961337,21,High,Yes,No,Yes,2,892,0
89.06476195,3,Medium,No,No,No,3,624,0
275.17288987313844,6,Medium,Yes,No,Yes,3,1974,0
73.37600625717191,13,Medium,No,No,Yes,5,163,0
-250.5705776,11,Medium,Y,No,No,8,1315,0
563.9024206399237,3,Medium,Yes,No,No,1,408,0
-199.4046908,21,,No,Yes,No,3,279,0
175.67753485759525,23,,No,No,Yes,2,1612,0
39.24435195925821,20,Medium,Yes,Yes,Yes,6,804,0
483.35527955479745,15,Medium,Yes,Yes,No,4,737,0
256.4129757545716,11,Medium,No,Yes,Yes,3,152,1
675.0123742002061,16,Medium,No,Yes,Yes,2,1485,0
229.5638446744086,6,High,No,Yes,No,3,1385,1
200.99479073110373,7,Low,Yes,No,No,1,1089,0
311.0591297077221,16,Low,No,No,No,2,1158,0
348.53391215365735,8,Low,Yes,No,Yes,6,1976,0
-351.4736564,11,Low,Y,No,Yes,1,43,0
445.23388935451646,3,High,Yes,No,Yes,2,944,0
435.80043923990786,10,Medium,No,Yes,Yes,5,1495,1
38.138496573710825,8,Low,Yes,Yes,Yes,3,1052,0
-93.04369201,1,High,Yes,No,Yes,8,345,0
178.58375871219434,17,,Yes,Yes,Yes,2,681,0
70.90492992968659,23,High,No,No,No,8,1721,1
638.3897533301268,13,Medium,Yes,No,Yes,4,968,0
339.4865903890777,2,Medium,No,No,No,6,402,0
128.71591273000914,1,Low,Yes,No,No,6,1995,0
8.301706787994299,14,Low,No,Yes,Yes,7,1315,0
45.380430969914215,10,Medium,No,No,No,5,1547,0
436.7260174856003,1,High,No,Yes,No,4,1682,0
474.63290939392505,3,Low,Yes,Yes,Yes,3,687,0
558.4307585095802,7,Low,Yes,Yes,Yes,5,556,0
20.967581933490308,23,Medium,Yes,Yes,Yes,7,1338,0
233.57321348424045,7,Medium,Yes,Yes,No,4,834,0
179.30754186687827,20,High,No,No,No,7,225,0
125.75889615240838,13,High,Yes,Yes,Yes,3,418,0
237.17234944605187,22,Medium,No,Yes,Yes,4,1167,0
266.87000252435547,22,Low,No,No,Yes,1,1282,0
55.07013747710356,23,Low,No,No,No,8,1116,0
126.43319272479513,12,Medium,Y,Yes,No,6,1900,0
409.8448544,1,Medium,N,No,Yes,3,198,1
157.62354698780115,10,Low,N,No,No,2,1386,0
307.6551799402205,16,Low,Yes,No,No,2,194,0
179.8741259050965,5,,No,Yes,Yes,0,1211,0
75.16111662496833,0,,No,Yes,No,5,1751,0
213.79834298611604,4,Medium,No,No,No,5,1674,0
50.95965917,1,Medium,Yes,No,Yes,2,1420,0
215.5531834362809,18,Medium,No,Yes,Yes,5,1858,0
29.4414591,0,Medium,No,No,No,3,40,0
256.17248618622864,19,Medium,Yes,No,No,3,587,0
-335.6084416,17,Medium,Yes,No,,5,130,0
72.28493935336874,8,,No,No,No,4,1100,0
425.6528396707547,13,Low,Yes,No,Yes,6,555,0
105.36422273772887,14,Low,,No,Yes,5,57,0
124.17404746348019,6,Medium,Yes,Yes,No,3,1480,0
-433.0575791,12,Low,Yes,Yes,Yes,5,878,0
409.3628095706806,3,Medium,Y,No,Yes,2,55,1
203.43683750055996,2,Medium,No,No,Yes,2,1732,0
388.93664779094365,2,,N,No,No,4,1238,0
683.5046286938347,20,High,No,No,Yes,3,695,1
627.6085023082533,17,Low,No,No,No,3,529,0
159.38404843009585,10,Medium,N,Yes,Yes,6,1383,0
275.70204159800835,19,High,No,No,Yes,5,21,0
374.22073380013524,19,High,Yes,No,Yes,6,349,0
137.4766693829344,5,Low,Yes,Yes,No,6,785,0
204.8534061197799,1,Low,Y,Yes,No,5,315,0
301.0077600349047,2,Low,Yes,Yes,Yes,4,1436,0
367.3866509914061,16,Medium,Yes,No,Yes,4,311,0
600.6649411844483,17,High,Yes,Yes,Yes,2,848,1
142.91555961608836,6,,No,No,No,3,22,0
290.2035242165156,5,,No,No,Yes,3,1619,0
277.99907570144654,17,Medium,Yes,Yes,No,4,1951,0
154.52367707985138,17,High,No,No,No,2,1038,1
516.6000806865793,19,Low,Yes,No,No,6,734,0
89.67686611742997,13,High,Yes,No,Yes,2,1413,0
178.28646803161797,23,Medium,Yes,No,No,5,1663,0
457.2260637254031,20,Medium,Yes,Yes,No,2,1667,0
469.38451649301953,21,Medium,Yes,No,No,5,91,0
215.1754446876339,6,Low,Yes,Yes,Yes,3,793,0
195.9590078768186,7,Medium,Yes,No,No,1,1671,0
175.00327266304595,21,Medium,Yes,Yes,No,4,727,0
160.71884103943273,13,Medium,Y,No,Yes,8,844,0
193.19306212137943,3,Medium,Yes,No,No,4,723,0
178.70757717256845,19,,No,No,No,6,1841,0
251.85542861566498,9,Medium,No,No,No,4,893,0
208.3921932936043,12,High,Yes,Yes,No,8,79,1
111.31629767577112,7,,Yes,No,Yes,3,391,0
151.84317217838867,12,Low,No,No,Yes,4,78,0
146.13763844536308,22,Medium,No,No,Yes,4,1624,0
-204.8888529,18,Medium,Yes,No,Yes,6,1602,0
234.34922979522094,1,High,No,Yes,No,3,508,1
244.31908130780994,10,Medium,Yes,No,Yes,2,261,0
46.58814328160972,17,Medium,Yes,No,Yes,2,1483,0
-295.5519857,10,Low,Yes,Yes,Yes,4,770,0
133.0460073105199,17,High,No,Yes,No,4,1714,0
68.37005114737951,1,Low,Yes,No,No,6,464,0
-269.6800048,3,Medium,Yes,No,Yes,6,1984,0
286.0291808194168,20,Low,No,Yes,Yes,3,871,0
393.60074250953045,19,Medium,N,No,No,6,1359,0
225.74461348636157,18,Medium,Yes,Yes,Yes,6,796,0
223.29544757627093,4,Low,Yes,Yes,,4,1598,0
142.10987378356597,17,Medium,Yes,Yes,No,2,1794,0
72.98616477721733,9,High,Yes,No,No,1,48,0
167.73129331031228,15,High,Yes,Yes,No,4,1946,0
190.71446176298548,16,,Yes,No,No,2,96,0
-51.20692838,20,Medium,N,No,Yes,5,61,0
195.6421680523044,13,Low,Yes,No,No,2,593,0
626.0824259306255,19,,No,Yes,Yes,4,1974,1
311.63370046679637,16,Medium,Yes,Yes,No,2,1098,0
235.91869131551047,22,Medium,No,No,Yes,6,1710,0
241.61714093573158,3,Medium,Yes,No,Yes,6,71,0
126.5994004,11,High,Yes,No,No,4,1568,0
622.9661606222423,17,,No,Yes,Yes,3,1066,1
218.85462479001757,11,High,Yes,No,No,2,1630,0
295.8094153188153,12,Medium,Y,No,No,3,1650,0
104.16106045810125,12,Low,No,No,Yes,2,1674,0
252.66278240541573,17,Medium,Yes,Yes,No,3,956,0
150.1199248381792,20,High,Y,Yes,Yes,4,1680,0
85.19208726622578,15,Low,N,No,Yes,8,38,0
116.67735320352433,18,Medium,Yes,No,Yes,0,1522,0
209.4782742104868,8,Low,Yes,Yes,Yes,4,631,0
587.0150946366647,8,Medium,N,No,Yes,7,1125,0
371.9176378699755,15,Low,No,No,No,5,1646,0
466.4280456754767,6,High,No,No,Yes,3,39,1
-564.787248,19,High,Yes,No,Yes,2,398,0
105.24705449763054,17,Medium,No,,Yes,2,254,0
227.36833182338762,14,Low,Yes,No,No,3,1684,0
344.93492810423567,2,Medium,Yes,Yes,No,5,668,0
280.63985001887244,23,High,Yes,No,No,6,1559,0
71.72731962165973,3,Medium,Yes,Yes,Yes,3,1956,0
127.79224245365043,3,High,Yes,No,No,4,155,0
254.4930003535767,1,High,Yes,No,No,4,1497,1
169.48921942261768,14,Low,No,Yes,No,3,1515,0
103.21568700691458,5,High,Yes,No,Yes,8,497,0
155.88081206881702,16,Medium,No,Yes,No,6,622,0
311.54835590933516,21,Medium,No,Yes,Yes,4,1425,0
715.8853054304346,11,Low,Yes,No,No,1,59,0
210.11966428395814,5,Medium,N,No,No,2,1613,0
272.66398499328056,19,Medium,Yes,No,Yes,6,1077,0
425.81756381732134,12,Low,Yes,No,Yes,9,821,0
187.42229882329104,17,Medium,Yes,No,No,4,869,0
56.16651378992407,16,Medium,No,No,No,5,1719,0
179.67664322937458,4,,Yes,Yes,No,5,1000,1
96.41013674,22,High,Yes,No,Yes,3,1717,0
64.37558605861607,17,Low,N,No,Yes,5,254,0
803.0263968869717,23,Medium,No,Yes,Yes,5,1036,1
-64.34552343,10,High,No,No,No,3,204,0
258.92980783278057,23,Medium,No,No,Yes,4,292,0
158.15858656227869,5,,No,No,No,3,1059,0
221.03679964780093,20,Low,Yes,Yes,Yes,4,744,0
44.360710537318745,2,Medium,Yes,No,Yes,4,1070,0
172.78112513518374,1,Medium,No,No,No,1,1957,0
